Combinations;actual;mean;std;z-score
('BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'RA', 'SZC');23;4.52;5.75;3.21
('ANOREXIA', 'BILIARYCHIRROSIS', 'MDD', 'RA', 'SLE');15;2.26;3.97;3.21
('ADHD', 'BPD', 'MS', 'RA', 'SLE');27;4.02;7.16;3.21
('ADHD', 'BPD', 'CHRONICPAIN', 'MDD');28;4.44;7.35;3.21
('AUD', 'BPD', 'RA', 'SLE');62;14.71;14.75;3.21
('ADHD', 'CHRONICPAIN', 'SZC');97;25.88;22.18;3.21
('ASD', 'BILIARYCHIRROSIS', 'MS', 'RA');26;5.03;6.54;3.21
('AUD', 'BPD', 'MS', 'RA', 'SLE');22;3.35;5.81;3.21
('ANOREXIA', 'BPD', 'MDD', 'SZC');43;10.28;10.2;3.21
('BILIARYCHIRROSIS', 'GOUT', 'RA');102;26.47;23.5;3.21
('CHRONICPAIN', 'IBS');13;1.67;3.53;3.21
('BPD', 'PREECLAMPSIA', 'SLE', 'SZC');92;22.45;21.64;3.21
('BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'RA', 'SZC');11;1.68;2.9;3.21
('BILIARYCHIRROSIS', 'CUD', 'PARKINSONS', 'RA', 'SLE');6;1.09;1.53;3.21
('BPD', 'CUD', 'MS', 'SLE');16;3.68;3.84;3.21
('AUD', 'MS', 'PREECLAMPSIA', 'SZC');21;4.35;5.18;3.21
('ASD', 'CHRONICPAIN', 'SLE');18;3.43;4.54;3.21
('IBD', 'MS', 'PREECLAMPSIA');12;1.76;3.19;3.21
('AUD', 'PREECLAMPSIA', 'RA');63;16.08;14.6;3.21
('AUD', 'MDD', 'PREECLAMPSIA', 'SLE');14;2.43;3.6;3.21
('CUD', 'MDD', 'RA', 'SZC');34;7.36;8.29;3.21
('MS', 'PARKINSONS', 'SLE', 'SZC');60;14.53;14.16;3.21
('MS', 'PARKINSONS', 'RA', 'SZC');77;19.52;17.92;3.21
('ADHD', 'AUD', 'PARKINSONS', 'SZC');20;4.35;4.87;3.21
('CUD', 'MDD', 'PREECLAMPSIA', 'SLE');10;1.42;2.67;3.21
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'SLE');30;4.94;7.81;3.21
('ADHD', 'MDD', 'PREECLAMPSIA', 'SLE');23;4.36;5.81;3.21
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA');29;6.52;7.0;3.21
('CHRONICPAIN', 'CUD', 'SZC');39;8.95;9.37;3.21
('CHRONICPAIN', 'MS', 'PARKINSONS', 'RA', 'SLE');6;0.84;1.61;3.2
('MS', 'PARKINSONS', 'TOURETTES');15;2.93;3.77;3.2
('ASD', 'RA', 'SJOGRENS', 'SLE');5;0.59;1.38;3.2
('ADHD', 'AUD', 'MDD', 'SZC');37;8.62;8.86;3.2
('ADHD', 'AUD', 'MDD', 'SLE');13;2.52;3.28;3.2
('ADHD', 'BPD', 'PREECLAMPSIA', 'SLE');28;6.53;6.7;3.2
('ADHD', 'AUD', 'MDD', 'PREECLAMPSIA');6;1.01;1.56;3.2
('ADHD', 'CUD', 'MDD', 'PREECLAMPSIA', 'SLE');5;0.59;1.38;3.2
('AUD', 'MDD', 'MIGRAINE', 'MS', 'RA');8;0.92;2.21;3.2
('ADHD', 'MDD', 'RA', 'SLE', 'SZC');27;5.04;6.87;3.2
('ADHD', 'ASD', 'BPD', 'MDD', 'SLE');5;0.59;1.38;3.2
('ANOREXIA', 'CUD', 'SZC');35;7.29;8.65;3.2
('ASD', 'MS', 'PREECLAMPSIA', 'RA');10;1.26;2.73;3.2
('AUD', 'BPD', 'CHRONICPAIN', 'MDD');12;2.1;3.09;3.2
('BILIARYCHIRROSIS', 'MYASTHENIAGRAVIS', 'PREECLAMPSIA', 'SLE');5;0.59;1.38;3.2
('ADHD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');7;1.34;1.77;3.2
('BPD', 'CUD', 'MDD', 'SZC', 'TOURETTES');8;0.92;2.21;3.2
('AUD', 'BPD', 'CHRONICPAIN', 'SZC');16;3.6;3.88;3.2
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MDD', 'SZC');22;3.61;5.74;3.2
('AUD', 'MDD', 'MIGRAINE', 'SZC');30;5.37;7.69;3.2
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SLE', 'SZC');10;1.68;2.6;3.2
('ADHD', 'BPD', 'MS', 'PREECLAMPSIA', 'SZC');14;2.18;3.69;3.2
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS');5;0.59;1.38;3.2
('ADHD', 'CUD', 'PREECLAMPSIA', 'RA', 'SLE');5;0.59;1.38;3.2
('BPD', 'MDD', 'PARKINSONS', 'RA', 'SJOGRENS');5;0.59;1.38;3.2
('BPD', 'PARKINSONS', 'RA', 'SJOGRENS', 'SZC');5;0.59;1.38;3.2
('ADHD', 'AUD', 'MIGRAINE');28;6.2;6.82;3.2
('BILIARYCHIRROSIS', 'IBD', 'PREECLAMPSIA', 'RA', 'SZC');6;0.84;1.61;3.2
('GDM', 'GOUT', 'SLE', 'SZC');5;0.59;1.38;3.2
('AUD', 'GOUT', 'PARKINSONS', 'SLE', 'SZC');5;0.59;1.38;3.2
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PTSD', 'RA');6;0.84;1.61;3.2
('BILIARYCHIRROSIS', 'BPD', 'PTSD', 'RA', 'SLE');6;0.84;1.61;3.2
('BPD', 'CUD', 'MDD', 'TOURETTES');8;0.92;2.21;3.2
('ASD', 'BPD', 'PARKINSONS', 'RA');21;3.86;5.35;3.2
('CUD', 'GOUT', 'RA');23;4.7;5.72;3.2
('ASD', 'RA', 'SJOGRENS', 'SLE', 'SZC');5;0.59;1.38;3.2
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'SLE');6;0.84;1.61;3.2
('AUD', 'BPD', 'PTSD', 'SLE');7;1.34;1.77;3.2
('ASD', 'BPD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');5;0.59;1.38;3.2
('BILIARYCHIRROSIS', 'IBD', 'MS', 'RA', 'SZC');6;0.84;1.61;3.2
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'TOURETTES');5;0.59;1.38;3.2
('MIGRAINE', 'PREECLAMPSIA', 'SLE');37;9.6;8.57;3.2
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MIGRAINE', 'SLE');11;1.59;2.94;3.2
('ASD', 'BPD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');5;0.59;1.38;3.2
('ADHD', 'MDD', 'MS', 'PARKINSONS', 'SLE');6;0.84;1.61;3.2
('ADHD', 'IBD', 'MS', 'RA', 'SLE');5;0.59;1.38;3.2
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'RA');30;5.03;7.8;3.2
('ADHD', 'MDD', 'MS', 'PARKINSONS', 'SZC');8;1.51;2.03;3.2
('ADHD', 'ASD', 'MDD', 'SLE', 'SZC');6;0.84;1.61;3.2
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MDD', 'RA');12;2.35;3.02;3.2
('MDD', 'MIGRAINE', 'MS', 'SZC');33;8.11;7.77;3.2
('ADHD', 'ASD', 'AUD', 'MS', 'RA');5;0.59;1.38;3.2
('GOUT', 'MDD', 'PARKINSONS', 'RA', 'SZC');6;0.84;1.61;3.2
('ADHD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');12;2.1;3.09;3.2
('BILIARYCHIRROSIS', 'CUD', 'SLE', 'SZC');36;8.54;8.58;3.2
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'PARKINSONS', 'SLE');5;0.59;1.38;3.2
('BPD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');11;2.18;2.76;3.2
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'PARKINSONS', 'SLE');6;0.84;1.61;3.2
('ASD', 'AUD', 'PREECLAMPSIA', 'SZC');9;1.51;2.34;3.2
('GOUT', 'SLE', 'SZC');119;32.6;27.0;3.2
('AUD', 'PREECLAMPSIA', 'RA', 'SZC');31;7.45;7.37;3.2
('BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA');72;17.64;16.97;3.2
('BPD', 'IBD', 'PREECLAMPSIA', 'RA', 'SLE');5;0.59;1.38;3.2
('ASD', 'AUD', 'MS');24;5.52;5.77;3.2
('MDD', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE');11;1.51;2.97;3.2
('ASD', 'BILIARYCHIRROSIS', 'GOUT', 'SLE');5;0.59;1.38;3.2
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'SLE');6;0.84;1.61;3.2
('AUD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');8;1.09;2.16;3.2
('SJOGRENS', 'SLE');71;17.71;16.64;3.2
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS', 'RA', 'SLE');8;1.09;2.16;3.2
('MDD', 'PREECLAMPSIA', 'SLE');99;24.5;23.29;3.2
('ADHD', 'AUD', 'MDD', 'PREECLAMPSIA', 'SZC');6;0.84;1.61;3.2
('ADHD', 'BILIARYCHIRROSIS', 'IBD', 'MS', 'RA');5;0.59;1.38;3.2
('ASD', 'MDD', 'MS', 'SLE');15;2.44;3.93;3.2
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MDD', 'MS');10;1.85;2.55;3.2
('BPD', 'CHRONICPAIN', 'MS', 'SLE', 'SZC');17;2.86;4.42;3.2
('MDD', 'MS', 'PARKINSONS', 'RA', 'SZC');21;3.94;5.33;3.2
('ADHD', 'AUD', 'MS', 'PARKINSONS', 'SZC');6;0.84;1.61;3.2
('ASD', 'SJOGRENS', 'SLE');6;0.84;1.61;3.2
('AUD', 'BILIARYCHIRROSIS', 'GDM', 'SLE', 'SZC');5;0.59;1.38;3.2
('ADHD', 'AUD', 'MDD', 'PARKINSONS', 'SLE');5;0.59;1.38;3.2
('BPD', 'CHRONICPAIN', 'MS', 'PREECLAMPSIA', 'SLE');5;0.59;1.38;3.2
('CUD', 'MS', 'PARKINSONS', 'RA', 'SLE');5;0.59;1.38;3.2
('AUD', 'BPD', 'GOUT', 'PARKINSONS', 'SZC');5;0.59;1.38;3.2
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'MDD');6;0.84;1.61;3.2
('GOUT', 'MS', 'SZC', 'TOURETTES');5;0.59;1.38;3.2
('CHRONICPAIN', 'MIGRAINE', 'PREECLAMPSIA', 'RA');6;0.84;1.61;3.2
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'MS', 'SZC');5;0.59;1.38;3.2
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MS', 'PARKINSONS');5;0.59;1.38;3.2
('AUD', 'MDD', 'PREECLAMPSIA', 'SLE', 'SZC');12;1.68;3.23;3.2
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'SLE');31;6.62;7.62;3.2
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA');24;4.94;5.95;3.2
('CHRONICPAIN', 'MDD', 'MS', 'RA', 'SLE');8;1.09;2.16;3.2
('IBD', 'MS', 'RA', 'SLE', 'SZC');6;0.84;1.61;3.2
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'RA');5;0.59;1.38;3.2
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA');23;4.28;5.85;3.2
('AUD', 'MS', 'RA', 'SZC');53;13.61;12.31;3.2
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'SLE');5;0.59;1.38;3.2
('AUD', 'MDD', 'PARKINSONS', 'SLE', 'SZC');14;2.1;3.72;3.2
('BPD', 'PREECLAMPSIA', 'RA', 'SZC');92;25.21;20.88;3.2
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MS');5;0.59;1.38;3.2
('BPD', 'PARKINSONS', 'SJOGRENS', 'SZC');6;1.01;1.56;3.2
('ASD', 'AUD', 'BPD', 'MS', 'SZC');6;0.84;1.61;3.2
('AUD', 'MDD', 'PARKINSONS', 'RA', 'SLE');5;0.59;1.38;3.2
('AUD', 'MIGRAINE', 'PARKINSONS', 'SLE', 'SZC');5;0.59;1.38;3.2
('ASD', 'MDD', 'SLE', 'SZC');32;6.46;7.99;3.2
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'SZC');12;2.1;3.09;3.2
('ADHD', 'PREECLAMPSIA', 'RA', 'SZC');43;11.02;9.99;3.2
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'MS', 'SLE');8;1.09;2.16;3.2
('BILIARYCHIRROSIS', 'BPD', 'MIGRAINE', 'PARKINSONS', 'RA');6;0.93;1.59;3.19
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA');19;3.86;4.74;3.19
('ASD', 'AUD', 'BPD', 'RA', 'SZC');11;1.43;3.0;3.19
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PARKINSONS');17;3.11;4.35;3.19
('AUD', 'MDD', 'MS', 'SLE', 'SZC');19;3.03;5.0;3.19
('ADHD', 'MS', 'PREECLAMPSIA', 'SZC');30;7.36;7.09;3.19
('GOUT', 'MDD', 'MS');41;10.69;9.49;3.19
('ASD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SZC');17;3.28;4.3;3.19
('BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'SLE');14;2.6;3.57;3.19
('ADHD', 'ANOREXIA', 'MDD', 'RA');16;3.77;3.83;3.19
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SZC');6;0.93;1.59;3.19
('AUD', 'MDD', 'MIGRAINE', 'RA', 'SZC');8;1.26;2.11;3.19
('BILIARYCHIRROSIS', 'BPD', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');12;1.6;3.26;3.19
('ASD', 'BILIARYCHIRROSIS', 'MS', 'SZC');30;7.12;7.17;3.19
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'RA');8;1.18;2.14;3.19
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'MS');20;3.28;5.24;3.19
('ASD', 'BPD', 'PREECLAMPSIA', 'SLE', 'SZC');6;0.93;1.59;3.19
('PREECLAMPSIA', 'SLE');572;161.13;128.7;3.19
('ASD', 'MS', 'SLE');46;12.27;10.57;3.19
('MDD', 'SLE', 'THYROIDDISEASE');6;0.93;1.59;3.19
('BILIARYCHIRROSIS', 'MDD', 'SZC', 'TOURETTES');24;4.45;6.12;3.19
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MIGRAINE', 'PREECLAMPSIA');6;0.93;1.59;3.19
('MS', 'MYASTHENIAGRAVIS', 'RA');19;3.19;4.95;3.19
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'SLE');24;6.02;5.63;3.19
('PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');33;7.55;7.99;3.19
('BPD', 'GOUT', 'PARKINSONS', 'RA', 'SLE');11;1.43;3.0;3.19
('AUD', 'PTSD', 'SLE', 'SZC');8;1.26;2.11;3.19
('ADHD', 'AUD', 'MS', 'SLE');19;3.78;4.77;3.19
('ADHD', 'AUD', 'SLE', 'SZC');29;7.2;6.84;3.19
('CUD', 'MS', 'PREECLAMPSIA', 'SLE', 'SZC');8;1.01;2.19;3.19
('ADHD', 'AUD', 'MIGRAINE', 'RA', 'SZC');8;1.18;2.14;3.19
('ASD', 'AUD', 'RA');29;7.37;6.79;3.19
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'PARKINSONS');8;1.26;2.11;3.19
('BILIARYCHIRROSIS', 'MDD', 'SLE');285;81.25;63.96;3.19
('ADHD', 'AUD', 'BPD', 'MS', 'SLE');8;1.18;2.14;3.19
('GOUT', 'MS', 'PARKINSONS', 'SLE', 'SZC');6;0.93;1.59;3.19
('BPD', 'MS', 'SLE', 'SZC');140;39.6;31.49;3.19
('ADHD', 'BPD', 'MDD', 'RA', 'SLE');21;4.2;5.27;3.19
('ADHD', 'BPD', 'MS', 'PARKINSONS', 'RA');8;1.18;2.14;3.19
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MDD', 'RA');12;1.85;3.18;3.19
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'SLE');13;2.02;3.44;3.19
('MDD', 'PARKINSONS', 'SJOGRENS', 'SZC');6;0.93;1.59;3.19
('CHRONICPAIN', 'MDD', 'TOURETTES');9;1.43;2.37;3.19
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'PREECLAMPSIA', 'RA');11;1.43;3.0;3.19
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PARKINSONS', 'SZC');25;5.2;6.2;3.19
('CUD', 'MDD', 'TOURETTES');12;1.85;3.18;3.19
('BPD', 'GOUT', 'PARKINSONS', 'RA');12;2.27;3.05;3.19
('MDD', 'MIGRAINE', 'PREECLAMPSIA', 'SLE', 'SZC');9;1.6;2.33;3.18
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PTSD', 'SZC');7;0.84;1.94;3.18
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'MDD');5;1.09;1.23;3.18
('CHRONICPAIN', 'PARKINSONS', 'SLE', 'SZC');22;5.45;5.21;3.18
('BILIARYCHIRROSIS', 'GOUT', 'PARKINSONS', 'RA', 'SZC');9;1.18;2.46;3.18
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SZC');38;9.55;8.94;3.18
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'RA');45;12.61;10.2;3.18
('ANOREXIA', 'BPD', 'MDD', 'MIGRAINE', 'SZC');7;0.84;1.94;3.18
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MS', 'RA');12;1.77;3.22;3.18
('MDD', 'MS', 'PREECLAMPSIA', 'SZC');35;9.28;8.08;3.18
('MDD', 'MS', 'RA', 'SZC');124;33.46;28.5;3.18
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA');10;1.77;2.59;3.18
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'PARKINSONS', 'SZC');7;0.76;1.96;3.18
('AUD', 'CUD', 'RA', 'SLE');7;0.84;1.94;3.18
('AUD', 'MDD', 'MS', 'SZC');44;9.99;10.68;3.18
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'MS', 'SZC');7;0.76;1.96;3.18
('ANOREXIA', 'BPD', 'MS', 'RA', 'SLE');9;1.6;2.33;3.18
('ADHD', 'MDD', 'PREECLAMPSIA', 'RA');23;4.79;5.72;3.18
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SLE', 'SZC');15;3.03;3.77;3.18
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MIGRAINE');10;1.6;2.64;3.18
('AUD', 'CHRONICPAIN', 'PARKINSONS');18;3.37;4.6;3.18
('BILIARYCHIRROSIS', 'IBD', 'MS', 'RA');14;2.19;3.71;3.18
('AUD', 'PREECLAMPSIA', 'SLE', 'SZC');31;6.47;7.71;3.18
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'PARKINSONS', 'SZC');5;1.09;1.23;3.18
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA');10;1.6;2.64;3.18
('BPD', 'GOUT', 'RA');96;26.55;21.83;3.18
('PARKINSONS', 'PREECLAMPSIA', 'RA');72;19.32;16.57;3.18
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SZC');36;8.96;8.49;3.18
('ASD', 'BPD', 'MDD', 'MS', 'RA');14;1.77;3.84;3.18
('BILIARYCHIRROSIS', 'BPD', 'RA', 'SZC');284;82.2;63.43;3.18
('ASD', 'BPD', 'MS', 'RA');26;5.3;6.51;3.18
('CUD', 'MDD', 'SLE');37;9.14;8.77;3.18
('GOUT', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');10;1.6;2.64;3.18
('ADHD', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA', 'SLE');7;0.84;1.94;3.18
('ASD', 'BPD', 'PARKINSONS');44;10.25;10.63;3.17
('ADHD', 'BPD', 'MDD', 'MS', 'SLE');15;2.7;3.88;3.17
('ADHD', 'BPD', 'MDD', 'MS', 'RA');17;3.2;4.35;3.17
('BPD', 'MS', 'RA', 'SZC');195;56.41;43.66;3.17
('MDD', 'MS', 'PTSD', 'RA');7;1.26;1.81;3.17
('AUD', 'MDD', 'MS', 'PREECLAMPSIA');12;2.44;3.02;3.17
('ADHD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');9;1.77;2.28;3.17
('PARKINSONS', 'RA', 'SLE', 'SZC');81;23.22;18.25;3.17
('ADHD', 'AUD', 'BPD', 'PARKINSONS');12;2.61;2.96;3.17
('AUD', 'BPD', 'MDD', 'MS', 'RA');13;2.11;3.44;3.17
('ASD', 'AUD', 'MS', 'RA');17;2.53;4.56;3.17
('AUD', 'MDD', 'SLE', 'SZC');48;11.26;11.59;3.17
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'RA');10;1.43;2.7;3.17
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'PARKINSONS');10;1.86;2.57;3.17
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'MS');9;1.26;2.44;3.17
('MS', 'RA', 'SLE', 'TOURETTES');9;1.77;2.28;3.17
('GOUT', 'MS', 'SLE');46;12.39;10.59;3.17
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');20;3.21;5.3;3.17
('ADHD', 'AUD', 'PREECLAMPSIA', 'RA');10;1.86;2.57;3.17
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MDD', 'SZC');14;1.86;3.83;3.17
('AUD', 'BILIARYCHIRROSIS', 'MS');111;32.59;24.76;3.17
('AUD', 'MDD', 'MS', 'SLE');22;4.38;5.55;3.17
('ASD', 'AUD', 'PREECLAMPSIA', 'RA');9;1.35;2.41;3.17
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD');11;1.52;2.99;3.17
('ASD', 'PARKINSONS', 'RA');38;9.32;9.04;3.17
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PREECLAMPSIA');7;1.51;1.73;3.17
('BILIARYCHIRROSIS', 'PTSD', 'RA', 'SLE');10;2.1;2.49;3.17
('BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'RA', 'SLE');14;1.86;3.83;3.17
('AUD', 'BILIARYCHIRROSIS', 'SZC');286;84.54;63.53;3.17
('GOUT', 'PREECLAMPSIA', 'RA', 'SLE');14;2.53;3.62;3.17
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'PREECLAMPSIA', 'RA');11;1.35;3.05;3.16
('BPD', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SZC');9;1.52;2.37;3.16
('ASD', 'MDD', 'PARKINSONS', 'RA', 'SZC');7;0.93;1.92;3.16
('BPD', 'MDD', 'PTSD', 'SZC');12;2.78;2.92;3.16
('ANOREXIA', 'MDD', 'MIGRAINE');31;7.15;7.55;3.16
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA');21;5.21;4.99;3.16
('BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA');104;30.1;23.4;3.16
('MYASTHENIAGRAVIS', 'RA', 'SLE', 'SZC');7;1.1;1.87;3.16
('AUD', 'MDD', 'PTSD', 'SLE');7;0.93;1.92;3.16
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PTSD', 'SLE');7;0.93;1.92;3.16
('ADHD', 'BPD', 'RA', 'SLE', 'SZC');32;7.9;7.63;3.16
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'PREECLAMPSIA', 'RA');7;1.1;1.87;3.16
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'PREECLAMPSIA');11;1.94;2.87;3.16
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SZC');17;4.04;4.1;3.16
('ADHD', 'BPD', 'CUD', 'RA', 'SLE');7;1.1;1.87;3.16
('ASD', 'RA', 'SLE');64;18.92;14.25;3.16
('ADHD', 'ANOREXIA', 'MS', 'RA');14;3.2;3.42;3.16
('BILIARYCHIRROSIS', 'SJOGRENS');71;20.95;15.84;3.16
('GOUT', 'MS', 'PARKINSONS', 'RA');7;1.1;1.87;3.16
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'RA', 'SZC');14;2.78;3.55;3.16
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'RA');28;7.63;6.45;3.16
('ADHD', 'BILIARYCHIRROSIS', 'MS');181;54.81;39.96;3.16
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SZC');15;3.04;3.79;3.16
('AUD', 'BPD', 'GDM', 'RA');7;0.93;1.92;3.16
('AUD', 'BPD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');7;0.93;1.92;3.16
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE');7;0.93;1.92;3.16
('AUD', 'BPD', 'MS', 'SLE', 'SZC');18;3.29;4.65;3.16
('PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');33;8.8;7.65;3.16
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'PREECLAMPSIA', 'RA');7;1.1;1.87;3.16
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'RA', 'SZC');7;1.1;1.87;3.16
('ASD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SZC');11;2.86;2.58;3.16
('ADHD', 'MIGRAINE', 'RA', 'SLE', 'SZC');13;2.2;3.42;3.16
('AUD', 'GOUT', 'RA', 'SLE');11;1.94;2.87;3.16
('BPD', 'SJOGRENS');71;20.47;15.97;3.16
('BILIARYCHIRROSIS', 'MS', 'RA', 'SLE', 'TOURETTES');7;0.93;1.92;3.16
('BPD', 'MDD', 'MIGRAINE', 'RA', 'SZC');11;2.69;2.63;3.16
('BPD', 'GOUT', 'PARKINSONS', 'SZC');15;3.45;3.66;3.16
('ADHD', 'CUD', 'RA', 'SLE', 'SZC');7;1.1;1.87;3.16
('ASD', 'BPD', 'SLE');62;18.28;13.84;3.16
('ADHD', 'ANOREXIA', 'MIGRAINE', 'RA', 'SZC');7;0.93;1.92;3.16
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'SLE', 'SZC');15;2.03;4.1;3.16
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'RA', 'SZC');20;3.8;5.13;3.16
('ADHD', 'PARKINSONS', 'RA', 'SLE');23;5.38;5.57;3.16
('ADHD', 'ANOREXIA', 'MS', 'RA', 'SLE');7;0.93;1.92;3.16
('ADHD', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');11;1.94;2.87;3.16
('BPD', 'GOUT', 'MIGRAINE', 'RA', 'SZC');7;0.93;1.92;3.16
('MS', 'PARKINSONS', 'SLE');101;29.47;22.62;3.16
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA');7;0.93;1.92;3.16
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD');7;0.93;1.92;3.16
('ADHD', 'CUD', 'MDD', 'SLE');7;1.1;1.87;3.16
('BILIARYCHIRROSIS', 'MDD', 'PTSD', 'SLE');9;1.52;2.37;3.16
